	Authors	Title	Citation	DOI	Year	Month	0	1	2	3	FINDINGS	Reported	Correction Date	Retraction	Correction	No Action	SUM  Completed	Other Journals	Publication Rate	Duration of Career	highest_degree	degree_area	Lab Size	Affiliation University	Rank	Temperature	Anomaly	County	Locale	State	R&D Rank	Percentile	R&D Expenditures
171	Yue Wang, Ye Qu, Xiu Long Niu, Wei Jia Sun, Xiao Lei Zhang, Ling Zhi Li	Autocrine production of interleukin-8 confers cisplatin and paclitaxel resistance in ovarian cancer cells	Cytokine 56 (2011) 365ï¿½375	10.1016/j.cyto.2011.06.005	2011					1	Duplicated bands in different order	1				1.0	1	[['Cell', 'Cell Discov', 'Proc Natl Acad Sci U S A'], ['Fundam Clin Pharmacol', 'Appl Opt', 'Medicine (Baltimore)'], ['Int Rev Immunol', 'Med Sci Monit', 'Obesity (Silver Spring)'], ['Eur J Obstet Gynecol Reprod Biol', 'J Comp Eff Res', 'Complement Ther Clin Pract'], ['JACC Cardiovasc Imaging', 'J Clin Sleep Med', 'Neural Netw'], ['CNS Neurosci Ther', 'Sleep', 'Phytochemistry']]	[14.29, 1.16, 1.23, 1.53, 6.76, 3.65]	14	-1	-1	6	Department of Immunology, Medical College of Chinese People's Armed Police Forces, Tianjin, People's Republic of China. wy68wy68@yahoo.com.cn	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
172	Hong-Xia Wang, Dong-Mei Zhang, Xiang-Jun Zeng, Jing Mu, Hui Yang, Ling-Qiao Lu, Li-Ke Zhang	Upregulation of cytochrome P450 2J3/11,12-epoxyeicosatrienoic acid inhibits apoptosis in neonatal rat cardiomyocytes by a caspase-dependent pathway	Cytokine 60 (2012) 360ï¿½368	10.1016/j.cyto.2012.04.029	2012					1	Duplicated blot, lanes within blot	1				1.0	1	[['Front Immunol', 'Andrologia', 'Asian J Surg'], ['Chin J Cancer', 'J Leukoc Biol', 'Nutrients'], ['Ann Thorac Surg', 'Heart Vessels', 'Cell Physiol Biochem'], ['Adv Mater', 'J Mol Cell Cardiol', 'Adv Sci (Weinh)'], ['Autophagy', 'Nat Methods', 'Biomed Pharmacother'], ['Heart Vessels', 'Sheng Li Xue Bao', 'Peptides'], ['Acta Crystallogr Sect E Struct Rep Online', 'Biomed Environ Sci', 'Heart Vessels']]	[8.57, 10.53, 2.21, 4.24, 11.11, 1.2, 1.53]	21	Doctor of Philosophy	-1	7	Department of Pathophysiology, Capital Medical University, Beijing 100069, China.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
173	Muyao Li, Mickey E. Gunter, Naomi K. Fukagawa	Differential activation of the inflammasome in THP-1 cells exposed to chrysotile asbestos and Libby ï¿½ï¿½six-mixï¿½ï¿½ amphiboles and subsequent activation of BEAS-2B cells	Cytokine 60 (2012) 718ï¿½730	10.1016/j.cyto.2012.08.025	2012			1.0			Duplicated actin blot	1	6/1/17		1.0		1	[['Antioxid Redox Signal', 'Chem Commun (Camb)', 'Int J Environ Res Public Health'], ['Toxicol Appl Pharmacol', 'Chimia (Aarau)', 'Inhal Toxicol'], ['J Nutr Sci Vitaminol (Tokyo)', 'Nutr Rev', 'Wiley Interdiscip Rev Nanomed Nanobiotechnol']]	[1.1, 0.62, 2.2]	21	-1	-1	3	Department of Medicine, University of Vermont College of Medicine, Burlington, VT 05405, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
174	Yong-Duk Park, Young-Suk Kim, Yu-Mi Jung, Sang-Im Lee, Young-Man Lee, Jae-Beum Bang, Eun-Cheol Kim	Porphyromonas gingivalis lipopolysaccharide regulates interleukin (IL)-17 and IL-23 expression via SIRT1 modulation in human periodontal ligament cells	Cytokine 60 (2012) 284ï¿½293	10.1016/j.cyto.2012.05.021	2012					1	Multiple, multiple cases of duplicated lanes within blots/gels	1				1.0	1	[['J Dent Sci', 'Arch Pharm Res', 'Appl Biochem Biotechnol'], ['Cell', 'J Craniofac Surg', 'Food Sci Biotechnol'], ['BMB Rep', 'Emerg Infect Dis', 'BMC Bioinformatics'], ['Proc Natl Acad Sci U S A', 'Sci Rep', 'PeerJ'], ['J Craniofac Surg', 'Viruses', 'Arch Craniofac Surg'], ['Adv Healthc Mater', 'Biomedicines', 'ACS Omega'], ['Mediators Inflamm', 'Muscle Nerve', 'Oncotarget']]	[2.07, 9.52, 1.33, 2.9, 0.92, 1.36, 9.37]	15	-1	-1	7	Department of Preventive and Social Dentistry, School of Dentistry, Institute of Oral Biology, Kyung Hee University, Seoul, Republic of Korea.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
175	Christina Galloway, Munmun Chattopadhyay 	Increases in inflammatory mediators in DRG implicate in the pathogenesis of painful neuropathy in Type 2 diabetes	Cytokine 63 (2013) 1ï¿½5	10.1016/j.cyto.2013.04.009	2013				1.0		Duplicated control panel, stretched	1				1.0	1	[['Breastfeed Rev', 'Cytokine'], ['Nutrients', 'Curr Drug Targets', 'Curr Diab Rep']]	[0.5, 1.6]	6	-1	-1	2	Department of Neurology, University of Michigan, Ann Arbor, MI, USA; VA Ann Arbor Healthcare System, Ann Arbor, MI, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
176	Kyoung Sik Park (only one author)	Aucubin, a naturally occurring iridoid glycoside inhibits TNF-_-induced inflammatory responses through suppression of NF-_B activation in 3T3-L1 adipocytes	Cytokine 62 (2013) 407ï¿½412	10.1016/j.cyto.2013.04.005	2013					1	Multiple cases of duplicated bands within same blot panel	1				1.0	1	[[]]	[-1]	-1	-1	-1	1	Department of Genetic Engineering, College of Natural Science and Engineering, Cheongju University, Chungbuk 360-764, Republic of Korea. parkks@cju.ac.kr	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
177	Bin-Bin Ni, Bo Li, Yue-Hua Yang, Jiang-Wei Chen, Ke Chen, Sheng-Dan Jiang, Lei-Sheng Jiang 	The effect of transforming growth factor _1 on the crosstalk between autophagy and apoptosis in the annulus fibrosus cells under serum deprivation	Cytokine 70 (2014) 87ï¿½96	10.1016/j.cyto.2014.07.249	2014				1.0		Duplicated FACS panel, gated differently	1				1.0	1	[['J Int Med Res', 'Medicine (Baltimore)', 'Cell Physiol Biochem'], ['Mol Cell', 'J Hematol Oncol', 'Nat Neurosci'], ['Crit Rev Eukaryot Gene Expr', 'J Transl Med', 'Int Orthop'], ['World Neurosurg', 'Crit Rev Eukaryot Gene Expr', 'Arch Orthop Trauma Surg'], ['Nat Commun', 'Science', 'Mol Ther'], ['J Cell Physiol', 'Front Endocrinol (Lausanne)', 'Eur Spine J'], ['J Cell Physiol', 'Front Endocrinol (Lausanne)', 'Eur Spine J']]	[0.71, 22.22, 1.19, 2.25, 25.0, 3.65, 5.0]	7	Doctor of Philosophy	-1	7	Department of Orthopedic Surgery, Xinhua Hospital, Shanghai Jiaotong University School of Medicine, Shanghai 200092, China.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
178	Hui Li, Jinglan Wang, Gil Mor, Jeffrey Sklar	A Neoplastic Gene Fusion Mimics Trans-Splicing of RNAs in Normal Human Cells	Science 321, 1357 (2008)	10.1126/science.1156725	2008				1.0		Duplicated panel, different exposure?	1	10/2/15		1.0		1	[['Chemosphere', 'Endocrine', 'JAMA Psychiatry'], ['N Engl J Med', 'Clin Immunol', 'Arthritis Rheumatol'], ['Am J Reprod Immunol', 'J Obstet Gynaecol Res', 'J Reprod Immunol'], ['J Natl Cancer Inst', 'J Clin Oncol', 'Am J Pathol']]	[16.67, 3.95, 9.52, 1.65]	12	PhD	-1	4	Department of Pathology, Yale University School of Medicine, New Haven, CT 06520, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
179	Nitai C. Hait, Jeremy Allegood, Michael Maceyka, Graham M. Strub, Kuzhuvelil B. Harikumar, Sandeep K. Singh, Cheng Luo, Ronen Marmorstein, Tomasz Kordula, Sheldon Milstien, Sarah Spiegel	Regulation of Histone Acetylation in the Nucleus by Sphingosine-1-Phosphate	Science 325, 1254 (2009)	10.1126/science.1176709	2009			1.0			Duplicated blot panel	1				1.0	1	[['Cancer Res', 'J Cancer', 'Mediators Inflamm'], ['Cancer Res', 'Methods Mol Biol', 'Biochem Biophys Res Commun'], ['Cell Metab', 'J Lipid Res', 'Nature'], ['Clin Anat', 'Int J Pediatr Otorhinolaryngol', 'J Vasc Surg Venous Lymphat Disord'], ['Cancer Res', 'Int J Biochem Cell Biol', 'Pharm Res'], ['Neurotherapeutics', 'J Mol Neurosci', 'Cell'], ['Cancer Res', 'Nature', 'Zhongguo Gu Shang'], ['Mol Cancer Res', 'Cancer Res', 'Nature'], ['Cells', 'Cancer Metastasis Rev', 'FASEB J'], ['Adv Biol Regul', 'Cancer Res', 'J Allergy Clin Immunol'], ['Adv Biol Regul', 'Cancer Res', 'Biochem Biophys Res Commun']]	[2.35, 3.86, 2.5, 0.93, 2.5, 5.71, 18.18, 8.65, 1.95, 5.85, 9.52]	20	-1	-1	11	Department of Biochemistry and Molecular Biology and the Massey Cancer Center, Virginia Commonwealth University School of Medicine, Richmond, VA 23298, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
180	Hulya Karatas, Sefik Evren Erdener, Yasemin Gursoy-Ozdemir, Sevda Lule, Emine Eren-Koc_ak, Zï¿½mrï¿½t Duygu Sen, Turgay Dalkaraen	Spreading Depression Triggers Headache by Activating Neuronal Panx1 Channels	Science 339, 1092 (2013)	10.1126/science.1231897	2013					1	Duplicated mirrored band, stamping in background	1	10/2/15		1.0		1	[['J Headache Pain', 'CNS Neurol Disord Drug Targets', 'Curr Pharm Des'], ['Sci Adv', 'J Headache Pain', 'Front Neurol'], ['Curr Neuropharmacol', 'Cell Biosci', 'Headache'], ['Cereb Cortex', 'Data Brief', 'J Cereb Blood Flow Metab'], ['Pak J Med Sci', 'Osteoporos Int'], [], ['JCO Clin Cancer Inform', 'Biospektrum (Heidelb)', 'Curr Genet']]	[1.95, 1.71, 2.65, 1.62, 1.0, -1, 3.64]	21	PhD	-1	7	Institute of Neurological Sciences and Psychiatry, Hacettepe University, Ankara, Turkey.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
181	Hideki Sakahira, Masato Enari, & Shigekazu Nagata	Cleavage of CAD inhibitor in CAD activation and DNA degradation during apoptosis	Nature. 1998 Jan 1;391(6662):96-9.	10.1038/34214	1998					1	Duplicated lanes within same gel panel	1	10/29/15		1.0		1	[['Proc Natl Acad Sci U S A', 'Gan To Kagaku Ryoho', 'J Biol Chem'], ['Nat Med', 'Acta Neurobiol Exp (Wars)', 'Sci Rep'], []]	[0.56, 1.18, -1]	18	-1	-1	3	Department of Genetics, Osaka University Medical School, Suita, Japan.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
182	Timothy A. Chan, Heiko Hermeking, Christoph Lengauer, Kenneth W. Kinzler, & Bert Vogelstein	14-3-3__ is required to prevent mitotic catastrophe after DNA damage	Nature, Vol. 401, 7 October 1999, page 616	10.1038/44188	1999				1.0		Rotated microscopy image, authors replied on PP	1	10/29/15			1.0	1	[['Immunity', 'Nature', 'Nat Rev Cancer'], ['Nature', 'Cell Mol Gastroenterol Hepatol', 'J Clin Invest'], ['Science', 'Cancer Discov', 'Nat Commun'], ['Science', 'Nature', 'N Engl J Med'], []]	[9.52, 4.52, 4.0, 9.52, -1]	21	-1	-1	5	The Johns Hopkins Oncology Center, Program in Human Genetics, The Johns Hopkins University School of Medicine, Baltimore, Maryland 21231, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
183	Morgan E. Carlson, Michael Hsu, & Irina M. Conboy	Imbalance between pSmad3 and Notch induces CDK inhibitors in old muscle stem cells	Nature, Vol. 454, 24 July 2008, page 528	10.1038/nature07034	2008				1.0		Multiple cases of overlapping microscopy panels	1	10/13/16		1.0		1	[['Front Biosci', 'Exp Cell Res', 'Curr Opin Pharmacol'], ['Tech Vasc Interv Radiol', 'Crit Care Med', 'Immunol Rev'], []]	[1.17, 2.0, -1]	12	-1	-1	3	Department of Bioengineering, University of California, Berkeley, California 94720, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
184	Shidong Jia, Zhenning Liu, Sen Zhang, Pixu Liu, Lei Zhang, Sang Hyun Lee, Jing Zhang, Sabina Signoretti, Massimo Loda, Thomas M. Roberts, & Jean J. Zhao	Essential roles of PI(3)Kï¿½p110b in cell growth, metabolism and tumorigenesis	Nature, Vol 454, 7 August 2008, page 776	10.1038/nature07091	2008				1.0		Overlapping microscopy images	1	5/12/16		1.0		1	[['J Circ Biomark', 'Oncologist', 'Expert Rev Mol Diagn'], ['Oxid Med Cell Longev', 'Int J Mol Sci', 'J Crit Care'], ['Acta Pharm Sin B', 'Mol Cancer', 'Nat Cell Biol'], ['Nat Rev Drug Discov', 'Oncol Lett', 'Biochim Biophys Acta'], ['N Engl J Med', 'Front Endocrinol (Lausanne)', 'Cancer Commun (Lond)'], ['Anesthesiology', 'J Clin Hypertens (Greenwich)', 'Diabetes Res Clin Pract'], ['Science', 'Nature', 'Am J Orthod Dentofacial Orthop'], ['Nature', 'Immunity', 'Nat Rev Dis Primers'], ['Cell', 'J Exp Med', 'Blood'], ['Nature', 'Nat Rev Drug Discov', 'Cell Rep'], []]	[1.53, 4.0, 14.29, 1.94, 11.11, 10.0, 12.5, 10.53, 9.52, 5.1, -1]	19	-1	-1	11	Department of Cancer Biology, Dana-Farber Cancer Institute, Boston, Massachusetts 02115, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
185	Michael J. Wheeler, Barend H. J. de Graaf, Natalie Hadjiosif, Ruth M. Perry, Natalie S. Poulter, Kim Osman, Sabina Vatovec, Andrea Harper, F. Christopher H. Franklin, & Vernonica E. Franklin-Tong	Identification of the pollen self-incompatibility determinant in Papaver rhoeas	Nature, Vol 459|18 June 2009	10.1038/nature08027	2009					1	Duplicated area within the same blot	1	3/3/16		1.0		1	[['Br J Sports Med', 'Hypertension', 'Methods Mol Biol'], ['New Phytol', 'Plant Cell', 'Plant Physiol'], ['Nature'], ['Plant Mol Biol', 'Nature', 'Plant Cell'], ['Biochem Soc Trans', 'Platelets', 'J Exp Bot'], ['Annu Rev Genet', 'New Phytol', 'J Exp Bot'], ['Neurobiol Aging', 'Mol Plant', 'Curr Biol'], ['Biotechnol Biofuels', 'Mol Breed', 'Nature'], ['Plant J', 'J Exp Bot', 'Plant Physiol'], []]	[1.65, 0.65, 0.25, 0.64, 2.8, 1.26, 0.78, 1.41, 1.05, -1]	20	PhD	-1	10	School of Biosciences, University of Birmingham, Edgbaston, Birmingham B15 2TT, UK.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
186	Corine Bertolotto, Fabienne Lesueur, Sandy Giuliano, Thomas Strub, Mahaut de Lichy, Karine Bille, Philippe Dessen, and many others	A SUMOylation-defective MITF germline mutation predisposes to melanoma and renal carcinoma	Nature, 2011 Oct 19;480(7375):94-8	10.1038/nature10539	2011				1.0		Overlapping microscopy images	1	3/3/16		1.0		1	[['Cancer Cell', 'Cell Death Differ', 'Surv Ophthalmol'], ['Hum Mutat', 'Nat Genet', 'J Clin Oncol'], ['Autophagy', 'Biochimie', 'Pigment Cell Melanoma Res'], ['Cell Death Differ', 'Prog Retin Eye Res', 'Theranostics'], ['Nature', 'Hum Mol Genet', 'Nat Genet'], ['Cell Death Differ', 'J Invest Dermatol', 'Mol Cancer'], ['J Exp Med', 'Methods Mol Biol', 'Blood'], ['In: Holmes KK, Bertozzi S, Bloom BR, Jha P, editors', 'Cell', 'IUBMB Life']]	[3.67, 5.79, 2.07, 1.36, 0.86, 1.2, 5.55, 4.65]	21	-1	-1	8	1] INSERM, U895 (Ã©quipe 1), Equipe labÃ©lisÃ©e Ligue Contre le Cancer, C3M, 06204 Nice, France [2] UniversitÃ© of Nice Sophia-Antipolis, UFR MÃ©decine, 06204 Nice, France [3] Centre Hospitalier Universitaire de Nice, Service de Dermatologie, 06204 Nice, France [4].	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
187	Feng Zhou, Qibing Lin, Lihong Zhu, Yulong Ren, Kunneng Zhou, Nitzan Shabek, Fuqing Wu, Haibin Mao, Wei Dong, Lu Gan, Weiwei Ma, He Gao, Jun Chen, Chao Yang, Dan Wang, Junjie Tan, Xin Zhang, Xiuping Guo, Jiulin Wang, Ling Jiang, Xi Liu, Weiqi Chen, Jinfang Chu, Cunyu Yan, Kotomi Ueno, Shinsaku Ito, Tadao Asami, Zhijun Cheng, Jie Wang, Cailin Lei, Huqu Zhai, Chuanyin Wu, Haiyang Wang, Ning Zheng, and Jianmin Wan	D14ï¿½SCFD3-dependent degradation of D53 regulates strigolactone signalling	Nature, Vol 504, 19/26 DECEMBER 2013	10.1038/nature12878	2013					1	Duplicated microscopy, possible duplicated lanes in same blot	1	4/21/16		1.0		1	[['Pain Physician', 'Hepatology', 'Acta Pharm Sin B'], ['Mol Plant', 'Plant Cell', 'Nat Plants'], ['Sci Rep', 'Acta Crystallogr Sect E Struct Rep Online', 'Neurol Sci'], ['Mol Plant', 'Zhongguo Zhong Yao Za Zhi', 'Yi Chuan'], ['Nat Plants', 'Rice (N Y)', 'Nature'], ['Annu Rev Biochem', 'J Exp Bot', 'Planta'], ['Mol Plant', 'Nat Plants', 'Front Genet'], ['Nat Commun', 'Proc Natl Acad Sci U S A', 'Nature'], ['Cell', 'Am J Respir Crit Care Med', 'Cochrane Database Syst Rev'], ['Med Sci Monit', 'Nat Commun', 'Lancet Oncol'], ['Nature', 'Medicine (Baltimore)', 'Sci Immunol'], ['Nat Genet', 'Nat Commun', 'Circulation'], ['N Engl J Med', 'Immunity', 'Med Sci Monit'], ['Acta Pharm Sin B', 'Res Vet Sci', 'Osteoarthritis Cartilage'], ['N Engl J Med', 'Nat Commun', 'J Int Soc Sports Nutr'], ['Fitoterapia', 'Microbiol Spectr', 'J Recept Signal Transduct Res'], ['JAMA Cardiol', 'Cell Metab', 'Nat Commun'], ['Mol Plant', 'Plant Cell', 'Nat Plants'], ['Plant Cell', 'Nat Plants', 'Angew Chem Int Ed Engl'], ['Mol Med Rep', 'New Phytol', 'Lancet Oncol'], ['Nature', 'Immunity', 'Cell'], ['Stroke Vasc Neurol', 'Circulation', 'Retina'], ['Nature', 'Plant Physiol', 'Plant Cell'], ['Biochem Soc Trans', 'Nat Prod Rep', 'Analyst'], ['Front Plant Sci', 'Methods Mol Biol', 'Int J Mol Sci'], ['Sci Adv', 'Mol Plant', 'Planta'], ['Plant Cell Physiol', 'Vitam Horm', 'J Plant Res'], ['Mol Plant', 'Nat Plants', 'Adv Exp Med Biol'], ['Diabetes Care', 'Cell', 'J Control Release'], ['Mol Plant', 'Plant Cell', 'Plant Physiol'], ['Yi Chuan', 'Plant Cell Rep', 'Plant Physiol'], ['Nat Commun', 'Plant Biotechnol J', 'Mol Plant'], ['J Hepatol', 'New Phytol', 'Sci Adv'], ['Annu Rev Biochem', 'Cell', 'Mol Cell'], ['Cell', 'New Phytol', 'Curr Protoc Cell Biol']]	[25.0, 2.92, 4.0, 5.14, 2.5, 1.28, 5.29, 1.52, 14.29, 11.76, 13.33, 9.84, 11.76, 22.22, 28.57, 2.5, 25.0, 6.67, 7.19, 25.0, 20.0, 7.1, 4.45, 2.22, 2.42, 2.47, 8.9, 4.1, 18.18, 3.65, 3.06, 2.39, 10.53, 9.52, 10.0]	8	PhD	-1	35	1] National Key Laboratory for Crop Genetics and Germplasm Enhancement, Jiangsu Plant Gene Engineering Research Center, Nanjing Agricultural University, Nanjing 210095, China [2] National Key Facility for Crop Gene Resources and Genetic Improvement, Institute of Crop Science, Chinese Academy of Agricultural Sciences, Beijing 100081, China.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
188	S Kale, R Raja, D Thorat, G Soundararajan, TV Patil and GC Kundu	Osteopontin signaling upregulates cyclooxygenase-2 expression in tumor-associated macrophages leading to enhanced angiogenesis and melanoma growth via a9b1 integrin	Oncogene (2014) 33, 2295ï¿½2306	10.1038/onc.2013.184	2013				1.0		Overlapping microscopy images, multiple cases	1	10/16/15		1.0		1	[['Crit Rev Food Sci Nutr', 'Nutrients', 'Food Chem'], ['Appl Environ Microbiol', 'Microb Cell Fact', 'Rev Argent Microbiol'], ['N Engl J Med', 'Drug Discov Today', 'Biochem Biophys Rep'], ['Invest Ophthalmol Vis Sci', 'Oncotarget', 'Med (N Y)'], []]	[5.88, 0.04, 1.97, 1.33, -1]	34	-1	-1	5	Laboratory of Tumor Biology, Angiogenesis and Nanomedicine Research, National Center for Cell Science, Pune, India.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
189	CM Das, P Taylor, M Gireud, A Singh, D Lee, G Fuller, L Ji, J Fangusaro, V Rajaram, S Goldman, C Eberhart, and V Gopalakrishnan	The deubiquitylase USP37 links REST to the control of p27 stability and cell proliferation	Oncogene (2013) 32, 1691ï¿½1701	10.1038/onc.2012.182	2012			1.0			Duplicated blot	1	11/24/16		1.0		1	[['Neuroendocrinology', 'New Phytol', 'Contrast Media Mol Imaging'], ['AIDS Res Hum Retroviruses', 'J Med Virol', 'Virus Res'], ['Orthop Traumatol Surg Res', 'Lancet Respir Med', 'Eur Respir Rev'], ['Am J Trop Med Hyg', 'Indian J Cancer'], ['Am J Clin Nutr', 'Med Hypothesis Discov Innov Ophthalmol', 'J Addict Dis'], ['Curr Biol', 'Eur J Radiol', 'Implement Sci'], ['Genet Mol Res', 'Nucleic Acids Res', 'JPEN J Parenter Enteral Nutr'], ['J Clin Oncol', 'J Child Neurol', 'AJNR Am J Neuroradiol'], ['Indian J Dent Res', 'Radiology', 'Free Radic Biol Med'], ['Annu Rev Pharmacol Toxicol', 'Mov Disord', 'J Parkinsons Dis'], ['Int J Oral Sci', 'J Endod', 'Compend Contin Educ Dent'], ['N Engl J Med', 'Cancer Cell', 'Blood']]	[4.55, 0.06, 2.78, 0.25, 0.3, 3.85, 6.25, 1.11, 1.86, 2.67, 0.05, 3.96]	44	-1	-1	12	Department of Pediatrics and Molecular and Cellular Oncology, The University of Texas M. D. Anderson Cancer Center, Houston, TX 77030, USA.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
190	CC Jiang, A Croft, H-Y Tseng, ST Guo, L Jin, P Hersey, and XD Zhang	Repression of microRNA-768-3p by MEK/ERK signalling contributes to enhanced mRNA translation in human melanoma	Oncogene (2014) 33, 2577ï¿½2588	10.1038/onc.2013.237	2013					1	Duplicated bands within same blot panel	1	11/17/16		1.0		1	[['Mol Cancer', 'Biomed Pharmacother', 'Oncol Res'], ['Exp Appl Acarol', 'Rheumatology (Oxford)', 'J Neurosci'], ['N Engl J Med', 'FASEB J', 'Am J Ind Med'], ['Am J Obstet Gynecol', 'Pediatr Res', 'Curr Opin Struct Biol'], ['Acta Crystallogr Sect E Struct Rep Online', 'Biotechnol Bioeng', 'Genet Mol Res'], ['N Engl J Med', 'Lancet Oncol', 'J Clin Oncol'], ['Genet Mol Res', 'J Immunother Cancer', 'Cell Discov']]	[7.14, 0.9, 0.61, 7.14, 5.13, 2.84, 8.0]	28	-1	-1	7	1] Priority Research Centre for Cancer Research, University of Newcastle, Callaghan, NSW, Australia [2] School of Medicine and Public Health, University of Newcastle, Callaghan, NSW, Australia.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
191	Z Zhang, X Liu, B Feng, N Liu, Q Wu, Y Han, Y Nie, K Wu, Y Shi, and D Fan	STIM1, a direct target of microRNA-185, promotes tumor metastasis and is associated with poor prognosis in colorectal cancer	Oncogene (2014), 1ï¿½13	10.1038/onc.2014.404	2014				1.0		Overlapping microscopy images	1	11/17/16		1.0		1	[['Cell Metab', 'Am J Gastroenterol', 'Circ Res'], ['Am J Respir Crit Care Med', 'Acta Psychol (Amst)', 'Emerg Med Australas'], ['J Leukoc Biol', 'J Genet Genomics', 'Inflamm Res'], ['Acta Crystallogr Sect E Struct Rep Online'], ['J Affect Disord', 'Clin Transl Sci', 'BMC Med Res Methodol'], ['ORL J Otorhinolaryngol Relat Spec', 'J Gravit Physiol', 'J Physiol'], ['Proc Natl Acad Sci U S A', 'J Virol', 'Microbiol Spectr'], ['Blood', 'ACS Omega', 'Nano Lett'], ['Lancet Haematol', 'Zhonghua Fu Chan Ke Za Zhi', 'Zhonghua Yi Xue Za Zhi'], ['Crit Care Med', 'J Cell Biochem', 'J Cell Physiol']]	[6.9, 0.06, 4.88, 4.44, 4.0, 0.04, 0.33, 4.26, 0.09, 7.69]	29	-1	-1	10	State Key Laboratory of Cancer Biology and Xijing Hospital of Digestive Diseases, The Fourth Military Medical University, Xi'an, Shaanxi, People's Republic of China.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
192	T-I Hsu, S-C Lin, P-S Lu, W-C Chang, C-Y Hung, Y-M Yeh, W-C Su, P-C Liao, and J-J Hung	MMP7-mediated cleavage of nucleolin at Asp255 induces MMP9 expression to promote tumor malignancy	Oncogene (2015) 34, 826ï¿½837	10.1038/onc.2014.22	2014				1.0		Overlapping microscopy images	1	2/9/17		1.0		1	[['Aging (Albany NY)', 'Drug Des Devel Ther', 'Rev Sci Instrum'], ['N Engl J Med', 'Cancer Cell', 'Hepatology'], ['N Engl J Med', 'Nature', 'Crit Care'], ['N Engl J Med', 'Nature', 'Neurology'], ['Radiology', 'J Acquir Immune Defic Syndr', 'Cancer Res'], ['Circulation', 'J Phys Chem B', 'Am J Physiol Endocrinol Metab'], ['N Engl J Med', 'Cell Stem Cell', 'Clin Microbiol Rev'], ['N Engl J Med', 'Ann Intern Med', 'Nanoscale'], ['Circulation', 'Sci Transl Med', 'Dalton Trans']]	[0.27, 5.13, 5.56, 3.38, 1.11, 0.16, 6.25, 1.68, 0.86]	41	-1	-1	9	1] Institute of Bioinformatics and Biosignal Transduction, College of Bioscience and Biotechnology, National Cheng-Kung University, Tainan, Taiwan [2] Center for Infection Disease and Signal Transduction, National Cheng-Kung University, Tainan, Taiwan.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
193	Emmanuel Dornier, Franck Coumailleau, Jean-Franc_ois Ottavi, Julien Moretti, Claude Boucheix, Philippe Mauduit, Franï¿½ois Schweisguth, and Eric Rubinstein 1	TspanC8 tetraspanins regulate ADAM10/Kuzbanian trafficking and promote Notch activation in flies and mammals	J. Cell Biol. Vol. 199 No. 3 481ï¿½496	10.1083/jcb.201201133	2012					1	Manipulated FACS plots	1	5/23/16		1.0		1	[['Biochem Soc Trans', 'Nat Commun', 'J Cell Biol'], ['Curr Opin Cell Biol', 'J Cell Biol', 'Med Sci (Paris)'], [], ['J Leukoc Biol', 'Immunity', 'Nat Immunol'], ['J Cell Sci', 'Expert Opin Ther Targets', 'Cancers (Basel)'], ['Proteomics', 'Stem Cell Res Ther', 'Front Cell Dev Biol'], [], ['Nat Commun', 'Viruses', 'Int J Mol Sci']]	[1.57, 0.53, -1, 1.25, 3.75, 0.44, -1, 2.3]	7	PhD	-1	8	Institut National de la SantÃ© et de la Recherche MÃ©dicale, U1004, F-94807 Villejuif, France.	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
